instrument_token	exchange_token	tradingsymbol	name	last_price	expiry	strike	tick_size	lot_size	instrument_type	segment	exchange
15185410	59318	BRITANNIA21JUL2680CE	BRITANNIA	0	7/29/2021	2680	0.05	200	CE	NFO-OPT	NFO
15185666	59319	BRITANNIA21JUL2680PE	BRITANNIA	0	7/29/2021	2680	0.05	200	PE	NFO-OPT	NFO
15185922	59320	BRITANNIA21JUL2700CE	BRITANNIA	0	7/29/2021	2700	0.05	200	CE	NFO-OPT	NFO
15186178	59321	BRITANNIA21JUL2700PE	BRITANNIA	0	7/29/2021	2700	0.05	200	PE	NFO-OPT	NFO
15186434	59322	BRITANNIA21JUL2720CE	BRITANNIA	0	7/29/2021	2720	0.05	200	CE	NFO-OPT	NFO
15186690	59323	BRITANNIA21JUL2720PE	BRITANNIA	0	7/29/2021	2720	0.05	200	PE	NFO-OPT	NFO
15186946	59324	BRITANNIA21JUL2740CE	BRITANNIA	0	7/29/2021	2740	0.05	200	CE	NFO-OPT	NFO
15187202	59325	BRITANNIA21JUL2740PE	BRITANNIA	0	7/29/2021	2740	0.05	200	PE	NFO-OPT	NFO
15187458	59326	BRITANNIA21JUL2760CE	BRITANNIA	0	7/29/2021	2760	0.05	200	CE	NFO-OPT	NFO
15187714	59327	BRITANNIA21JUL2760PE	BRITANNIA	0	7/29/2021	2760	0.05	200	PE	NFO-OPT	NFO
15187970	59328	BRITANNIA21JUL2780CE	BRITANNIA	0	7/29/2021	2780	0.05	200	CE	NFO-OPT	NFO
15188226	59329	BRITANNIA21JUL2780PE	BRITANNIA	0	7/29/2021	2780	0.05	200	PE	NFO-OPT	NFO
15188482	59330	BRITANNIA21JUL2800CE	BRITANNIA	0	7/29/2021	2800	0.05	200	CE	NFO-OPT	NFO
15188738	59331	BRITANNIA21JUL2800PE	BRITANNIA	0	7/29/2021	2800	0.05	200	PE	NFO-OPT	NFO
15188994	59332	BRITANNIA21JUL2820CE	BRITANNIA	0	7/29/2021	2820	0.05	200	CE	NFO-OPT	NFO
15189250	59333	BRITANNIA21JUL2820PE	BRITANNIA	0	7/29/2021	2820	0.05	200	PE	NFO-OPT	NFO
15189506	59334	BRITANNIA21JUL2840CE	BRITANNIA	0	7/29/2021	2840	0.05	200	CE	NFO-OPT	NFO
15189762	59335	BRITANNIA21JUL2840PE	BRITANNIA	0	7/29/2021	2840	0.05	200	PE	NFO-OPT	NFO
15190018	59336	BRITANNIA21JUL2860CE	BRITANNIA	0	7/29/2021	2860	0.05	200	CE	NFO-OPT	NFO
15190274	59337	BRITANNIA21JUL2860PE	BRITANNIA	0	7/29/2021	2860	0.05	200	PE	NFO-OPT	NFO
15190530	59338	BRITANNIA21JUL2880CE	BRITANNIA	0	7/29/2021	2880	0.05	200	CE	NFO-OPT	NFO
15190786	59339	BRITANNIA21JUL2880PE	BRITANNIA	0	7/29/2021	2880	0.05	200	PE	NFO-OPT	NFO
15191042	59340	BRITANNIA21JUL2900CE	BRITANNIA	0	7/29/2021	2900	0.05	200	CE	NFO-OPT	NFO
15191298	59341	BRITANNIA21JUL2900PE	BRITANNIA	0	7/29/2021	2900	0.05	200	PE	NFO-OPT	NFO
15191554	59342	BRITANNIA21JUL2920CE	BRITANNIA	0	7/29/2021	2920	0.05	200	CE	NFO-OPT	NFO
15191810	59343	BRITANNIA21JUL2920PE	BRITANNIA	0	7/29/2021	2920	0.05	200	PE	NFO-OPT	NFO
15192066	59344	BRITANNIA21JUL2940CE	BRITANNIA	0	7/29/2021	2940	0.05	200	CE	NFO-OPT	NFO
15192322	59345	BRITANNIA21JUL2940PE	BRITANNIA	0	7/29/2021	2940	0.05	200	PE	NFO-OPT	NFO
15192578	59346	BRITANNIA21JUL2960CE	BRITANNIA	0	7/29/2021	2960	0.05	200	CE	NFO-OPT	NFO
15192834	59347	BRITANNIA21JUL2960PE	BRITANNIA	0	7/29/2021	2960	0.05	200	PE	NFO-OPT	NFO
15193090	59348	BRITANNIA21JUL2980CE	BRITANNIA	0	7/29/2021	2980	0.05	200	CE	NFO-OPT	NFO
15193346	59349	BRITANNIA21JUL2980PE	BRITANNIA	0	7/29/2021	2980	0.05	200	PE	NFO-OPT	NFO
15193602	59350	BRITANNIA21JUL3000CE	BRITANNIA	0	7/29/2021	3000	0.05	200	CE	NFO-OPT	NFO
15193858	59351	BRITANNIA21JUL3000PE	BRITANNIA	0	7/29/2021	3000	0.05	200	PE	NFO-OPT	NFO
15194114	59352	BRITANNIA21JUL3020CE	BRITANNIA	0	7/29/2021	3020	0.05	200	CE	NFO-OPT	NFO
15194370	59353	BRITANNIA21JUL3020PE	BRITANNIA	0	7/29/2021	3020	0.05	200	PE	NFO-OPT	NFO
15194626	59354	BRITANNIA21JUL3040CE	BRITANNIA	0	7/29/2021	3040	0.05	200	CE	NFO-OPT	NFO
15194882	59355	BRITANNIA21JUL3040PE	BRITANNIA	0	7/29/2021	3040	0.05	200	PE	NFO-OPT	NFO
15195138	59356	BRITANNIA21JUL3060CE	BRITANNIA	0	7/29/2021	3060	0.05	200	CE	NFO-OPT	NFO
15195394	59357	BRITANNIA21JUL3060PE	BRITANNIA	0	7/29/2021	3060	0.05	200	PE	NFO-OPT	NFO
15195650	59358	BRITANNIA21JUL3080CE	BRITANNIA	0	7/29/2021	3080	0.05	200	CE	NFO-OPT	NFO
15195906	59359	BRITANNIA21JUL3080PE	BRITANNIA	0	7/29/2021	3080	0.05	200	PE	NFO-OPT	NFO
15196162	59360	BRITANNIA21JUL3100CE	BRITANNIA	0	7/29/2021	3100	0.05	200	CE	NFO-OPT	NFO
15196418	59361	BRITANNIA21JUL3100PE	BRITANNIA	0	7/29/2021	3100	0.05	200	PE	NFO-OPT	NFO
15196674	59362	BRITANNIA21JUL3120CE	BRITANNIA	0	7/29/2021	3120	0.05	200	CE	NFO-OPT	NFO
15197954	59367	BRITANNIA21JUL3120PE	BRITANNIA	0	7/29/2021	3120	0.05	200	PE	NFO-OPT	NFO
15198210	59368	BRITANNIA21JUL3140CE	BRITANNIA	0	7/29/2021	3140	0.05	200	CE	NFO-OPT	NFO
15198466	59369	BRITANNIA21JUL3140PE	BRITANNIA	0	7/29/2021	3140	0.05	200	PE	NFO-OPT	NFO
15198722	59370	BRITANNIA21JUL3160CE	BRITANNIA	0	7/29/2021	3160	0.05	200	CE	NFO-OPT	NFO
15201282	59380	BRITANNIA21JUL3160PE	BRITANNIA	0	7/29/2021	3160	0.05	200	PE	NFO-OPT	NFO
15201538	59381	BRITANNIA21JUL3180CE	BRITANNIA	0	7/29/2021	3180	0.05	200	CE	NFO-OPT	NFO
15202818	59386	BRITANNIA21JUL3180PE	BRITANNIA	0	7/29/2021	3180	0.05	200	PE	NFO-OPT	NFO
15203074	59387	BRITANNIA21JUL3200CE	BRITANNIA	0	7/29/2021	3200	0.05	200	CE	NFO-OPT	NFO
15203330	59388	BRITANNIA21JUL3200PE	BRITANNIA	0	7/29/2021	3200	0.05	200	PE	NFO-OPT	NFO
15203586	59389	BRITANNIA21JUL3220CE	BRITANNIA	0	7/29/2021	3220	0.05	200	CE	NFO-OPT	NFO
15204354	59392	BRITANNIA21JUL3220PE	BRITANNIA	0	7/29/2021	3220	0.05	200	PE	NFO-OPT	NFO
15204610	59393	BRITANNIA21JUL3240CE	BRITANNIA	0	7/29/2021	3240	0.05	200	CE	NFO-OPT	NFO
15205378	59396	BRITANNIA21JUL3240PE	BRITANNIA	0	7/29/2021	3240	0.05	200	PE	NFO-OPT	NFO
15205634	59397	BRITANNIA21JUL3260CE	BRITANNIA	0	7/29/2021	3260	0.05	200	CE	NFO-OPT	NFO
15205890	59398	BRITANNIA21JUL3260PE	BRITANNIA	0	7/29/2021	3260	0.05	200	PE	NFO-OPT	NFO
15206146	59399	BRITANNIA21JUL3280CE	BRITANNIA	0	7/29/2021	3280	0.05	200	CE	NFO-OPT	NFO
15206402	59400	BRITANNIA21JUL3280PE	BRITANNIA	0	7/29/2021	3280	0.05	200	PE	NFO-OPT	NFO
15206658	59401	BRITANNIA21JUL3300CE	BRITANNIA	0	7/29/2021	3300	0.05	200	CE	NFO-OPT	NFO
15206914	59402	BRITANNIA21JUL3300PE	BRITANNIA	0	7/29/2021	3300	0.05	200	PE	NFO-OPT	NFO
15207170	59403	BRITANNIA21JUL3320CE	BRITANNIA	0	7/29/2021	3320	0.05	200	CE	NFO-OPT	NFO
15207426	59404	BRITANNIA21JUL3320PE	BRITANNIA	0	7/29/2021	3320	0.05	200	PE	NFO-OPT	NFO
15207682	59405	BRITANNIA21JUL3340CE	BRITANNIA	0	7/29/2021	3340	0.05	200	CE	NFO-OPT	NFO
15207938	59406	BRITANNIA21JUL3340PE	BRITANNIA	0	7/29/2021	3340	0.05	200	PE	NFO-OPT	NFO
15208194	59407	BRITANNIA21JUL3360CE	BRITANNIA	0	7/29/2021	3360	0.05	200	CE	NFO-OPT	NFO
15208450	59408	BRITANNIA21JUL3360PE	BRITANNIA	0	7/29/2021	3360	0.05	200	PE	NFO-OPT	NFO
15208706	59409	BRITANNIA21JUL3380CE	BRITANNIA	0	7/29/2021	3380	0.05	200	CE	NFO-OPT	NFO
15208962	59410	BRITANNIA21JUL3380PE	BRITANNIA	0	7/29/2021	3380	0.05	200	PE	NFO-OPT	NFO
15209218	59411	BRITANNIA21JUL3400CE	BRITANNIA	0	7/29/2021	3400	0.05	200	CE	NFO-OPT	NFO
15209474	59412	BRITANNIA21JUL3400PE	BRITANNIA	0	7/29/2021	3400	0.05	200	PE	NFO-OPT	NFO
15209730	59413	BRITANNIA21JUL3420CE	BRITANNIA	0	7/29/2021	3420	0.05	200	CE	NFO-OPT	NFO
15209986	59414	BRITANNIA21JUL3420PE	BRITANNIA	0	7/29/2021	3420	0.05	200	PE	NFO-OPT	NFO
15210242	59415	BRITANNIA21JUL3440CE	BRITANNIA	0	7/29/2021	3440	0.05	200	CE	NFO-OPT	NFO
15210498	59416	BRITANNIA21JUL3440PE	BRITANNIA	0	7/29/2021	3440	0.05	200	PE	NFO-OPT	NFO
15210754	59417	BRITANNIA21JUL3460CE	BRITANNIA	0	7/29/2021	3460	0.05	200	CE	NFO-OPT	NFO
15211010	59418	BRITANNIA21JUL3460PE	BRITANNIA	0	7/29/2021	3460	0.05	200	PE	NFO-OPT	NFO
15211266	59419	BRITANNIA21JUL3480CE	BRITANNIA	0	7/29/2021	3480	0.05	200	CE	NFO-OPT	NFO
15211522	59420	BRITANNIA21JUL3480PE	BRITANNIA	0	7/29/2021	3480	0.05	200	PE	NFO-OPT	NFO
15211778	59421	BRITANNIA21JUL3500CE	BRITANNIA	0	7/29/2021	3500	0.05	200	CE	NFO-OPT	NFO
15212034	59422	BRITANNIA21JUL3500PE	BRITANNIA	0	7/29/2021	3500	0.05	200	PE	NFO-OPT	NFO
15212290	59423	BRITANNIA21JUL3520CE	BRITANNIA	0	7/29/2021	3520	0.05	200	CE	NFO-OPT	NFO
15212546	59424	BRITANNIA21JUL3520PE	BRITANNIA	0	7/29/2021	3520	0.05	200	PE	NFO-OPT	NFO
15212802	59425	BRITANNIA21JUL3540CE	BRITANNIA	0	7/29/2021	3540	0.05	200	CE	NFO-OPT	NFO
15213058	59426	BRITANNIA21JUL3540PE	BRITANNIA	0	7/29/2021	3540	0.05	200	PE	NFO-OPT	NFO
15213314	59427	BRITANNIA21JUL3560CE	BRITANNIA	0	7/29/2021	3560	0.05	200	CE	NFO-OPT	NFO
15213570	59428	BRITANNIA21JUL3560PE	BRITANNIA	0	7/29/2021	3560	0.05	200	PE	NFO-OPT	NFO
15213826	59429	BRITANNIA21JUL3580CE	BRITANNIA	0	7/29/2021	3580	0.05	200	CE	NFO-OPT	NFO
15214082	59430	BRITANNIA21JUL3580PE	BRITANNIA	0	7/29/2021	3580	0.05	200	PE	NFO-OPT	NFO
15214338	59431	BRITANNIA21JUL3600CE	BRITANNIA	0	7/29/2021	3600	0.05	200	CE	NFO-OPT	NFO
15214594	59432	BRITANNIA21JUL3600PE	BRITANNIA	0	7/29/2021	3600	0.05	200	PE	NFO-OPT	NFO
15214850	59433	BRITANNIA21JUL3620CE	BRITANNIA	0	7/29/2021	3620	0.05	200	CE	NFO-OPT	NFO
15215106	59434	BRITANNIA21JUL3620PE	BRITANNIA	0	7/29/2021	3620	0.05	200	PE	NFO-OPT	NFO
15215362	59435	BRITANNIA21JUL3640CE	BRITANNIA	0	7/29/2021	3640	0.05	200	CE	NFO-OPT	NFO
15215618	59436	BRITANNIA21JUL3640PE	BRITANNIA	0	7/29/2021	3640	0.05	200	PE	NFO-OPT	NFO
15215874	59437	BRITANNIA21JUL3660CE	BRITANNIA	0	7/29/2021	3660	0.05	200	CE	NFO-OPT	NFO
15216130	59438	BRITANNIA21JUL3660PE	BRITANNIA	0	7/29/2021	3660	0.05	200	PE	NFO-OPT	NFO
15216386	59439	BRITANNIA21JUL3680CE	BRITANNIA	0	7/29/2021	3680	0.05	200	CE	NFO-OPT	NFO
15216642	59440	BRITANNIA21JUL3680PE	BRITANNIA	0	7/29/2021	3680	0.05	200	PE	NFO-OPT	NFO
15216898	59441	BRITANNIA21JUL3700CE	BRITANNIA	0	7/29/2021	3700	0.05	200	CE	NFO-OPT	NFO
15217154	59442	BRITANNIA21JUL3700PE	BRITANNIA	0	7/29/2021	3700	0.05	200	PE	NFO-OPT	NFO
15217410	59443	BRITANNIA21JUL3720CE	BRITANNIA	0	7/29/2021	3720	0.05	200	CE	NFO-OPT	NFO
15217666	59444	BRITANNIA21JUL3720PE	BRITANNIA	0	7/29/2021	3720	0.05	200	PE	NFO-OPT	NFO
15217922	59445	BRITANNIA21JUL3740CE	BRITANNIA	0	7/29/2021	3740	0.05	200	CE	NFO-OPT	NFO
15218178	59446	BRITANNIA21JUL3740PE	BRITANNIA	0	7/29/2021	3740	0.05	200	PE	NFO-OPT	NFO
15218434	59447	BRITANNIA21JUL3760CE	BRITANNIA	0	7/29/2021	3760	0.05	200	CE	NFO-OPT	NFO
15218690	59448	BRITANNIA21JUL3760PE	BRITANNIA	0	7/29/2021	3760	0.05	200	PE	NFO-OPT	NFO
15218946	59449	BRITANNIA21JUL3780CE	BRITANNIA	0	7/29/2021	3780	0.05	200	CE	NFO-OPT	NFO
15219202	59450	BRITANNIA21JUL3780PE	BRITANNIA	0	7/29/2021	3780	0.05	200	PE	NFO-OPT	NFO
15219458	59451	BRITANNIA21JUL3800CE	BRITANNIA	0	7/29/2021	3800	0.05	200	CE	NFO-OPT	NFO
15219714	59452	BRITANNIA21JUL3800PE	BRITANNIA	0	7/29/2021	3800	0.05	200	PE	NFO-OPT	NFO
15219970	59453	BRITANNIA21JUL3820CE	BRITANNIA	0	7/29/2021	3820	0.05	200	CE	NFO-OPT	NFO
15220226	59454	BRITANNIA21JUL3820PE	BRITANNIA	0	7/29/2021	3820	0.05	200	PE	NFO-OPT	NFO
15220482	59455	BRITANNIA21JUL3840CE	BRITANNIA	0	7/29/2021	3840	0.05	200	CE	NFO-OPT	NFO
15220738	59456	BRITANNIA21JUL3840PE	BRITANNIA	0	7/29/2021	3840	0.05	200	PE	NFO-OPT	NFO
15220994	59457	BRITANNIA21JUL3860CE	BRITANNIA	0	7/29/2021	3860	0.05	200	CE	NFO-OPT	NFO
15221250	59458	BRITANNIA21JUL3860PE	BRITANNIA	0	7/29/2021	3860	0.05	200	PE	NFO-OPT	NFO
15221506	59459	BRITANNIA21JUL3880CE	BRITANNIA	0	7/29/2021	3880	0.05	200	CE	NFO-OPT	NFO
15221762	59460	BRITANNIA21JUL3880PE	BRITANNIA	0	7/29/2021	3880	0.05	200	PE	NFO-OPT	NFO
15222018	59461	BRITANNIA21JUL3900CE	BRITANNIA	0	7/29/2021	3900	0.05	200	CE	NFO-OPT	NFO
15222274	59462	BRITANNIA21JUL3900PE	BRITANNIA	0	7/29/2021	3900	0.05	200	PE	NFO-OPT	NFO
15222530	59463	BRITANNIA21JUL3920CE	BRITANNIA	0	7/29/2021	3920	0.05	200	CE	NFO-OPT	NFO
15222786	59464	BRITANNIA21JUL3920PE	BRITANNIA	0	7/29/2021	3920	0.05	200	PE	NFO-OPT	NFO
15223042	59465	BRITANNIA21JUL3940CE	BRITANNIA	0	7/29/2021	3940	0.05	200	CE	NFO-OPT	NFO
15223298	59466	BRITANNIA21JUL3940PE	BRITANNIA	0	7/29/2021	3940	0.05	200	PE	NFO-OPT	NFO
15223554	59467	BRITANNIA21JUL3960CE	BRITANNIA	0	7/29/2021	3960	0.05	200	CE	NFO-OPT	NFO
15223810	59468	BRITANNIA21JUL3960PE	BRITANNIA	0	7/29/2021	3960	0.05	200	PE	NFO-OPT	NFO
15224066	59469	BRITANNIA21JUL3980CE	BRITANNIA	0	7/29/2021	3980	0.05	200	CE	NFO-OPT	NFO
15224322	59470	BRITANNIA21JUL3980PE	BRITANNIA	0	7/29/2021	3980	0.05	200	PE	NFO-OPT	NFO
15224578	59471	BRITANNIA21JUL4000CE	BRITANNIA	0	7/29/2021	4000	0.05	200	CE	NFO-OPT	NFO
15224834	59472	BRITANNIA21JUL4000PE	BRITANNIA	0	7/29/2021	4000	0.05	200	PE	NFO-OPT	NFO
15225090	59473	BRITANNIA21JUL4020CE	BRITANNIA	0	7/29/2021	4020	0.05	200	CE	NFO-OPT	NFO
15225346	59474	BRITANNIA21JUL4020PE	BRITANNIA	0	7/29/2021	4020	0.05	200	PE	NFO-OPT	NFO
15225602	59475	BRITANNIA21JUL4040CE	BRITANNIA	0	7/29/2021	4040	0.05	200	CE	NFO-OPT	NFO
15225858	59476	BRITANNIA21JUL4040PE	BRITANNIA	0	7/29/2021	4040	0.05	200	PE	NFO-OPT	NFO
15226114	59477	BRITANNIA21JUL4060CE	BRITANNIA	0	7/29/2021	4060	0.05	200	CE	NFO-OPT	NFO
15226370	59478	BRITANNIA21JUL4060PE	BRITANNIA	0	7/29/2021	4060	0.05	200	PE	NFO-OPT	NFO
15226626	59479	BRITANNIA21JUL4080CE	BRITANNIA	0	7/29/2021	4080	0.05	200	CE	NFO-OPT	NFO
15226882	59480	BRITANNIA21JUL4080PE	BRITANNIA	0	7/29/2021	4080	0.05	200	PE	NFO-OPT	NFO
15227138	59481	BRITANNIA21JUL4100CE	BRITANNIA	0	7/29/2021	4100	0.05	200	CE	NFO-OPT	NFO
15227394	59482	BRITANNIA21JUL4100PE	BRITANNIA	0	7/29/2021	4100	0.05	200	PE	NFO-OPT	NFO
15227650	59483	BRITANNIA21JUL4120CE	BRITANNIA	0	7/29/2021	4120	0.05	200	CE	NFO-OPT	NFO
15227906	59484	BRITANNIA21JUL4120PE	BRITANNIA	0	7/29/2021	4120	0.05	200	PE	NFO-OPT	NFO
15228162	59485	BRITANNIA21JUL4140CE	BRITANNIA	0	7/29/2021	4140	0.05	200	CE	NFO-OPT	NFO
15228418	59486	BRITANNIA21JUL4140PE	BRITANNIA	0	7/29/2021	4140	0.05	200	PE	NFO-OPT	NFO
15228674	59487	BRITANNIA21JUL4160CE	BRITANNIA	0	7/29/2021	4160	0.05	200	CE	NFO-OPT	NFO
15228930	59488	BRITANNIA21JUL4160PE	BRITANNIA	0	7/29/2021	4160	0.05	200	PE	NFO-OPT	NFO
15229186	59489	BRITANNIA21JUL4180CE	BRITANNIA	0	7/29/2021	4180	0.05	200	CE	NFO-OPT	NFO
15229442	59490	BRITANNIA21JUL4180PE	BRITANNIA	0	7/29/2021	4180	0.05	200	PE	NFO-OPT	NFO
15229698	59491	BRITANNIA21JUL4200CE	BRITANNIA	0	7/29/2021	4200	0.05	200	CE	NFO-OPT	NFO
15229954	59492	BRITANNIA21JUL4200PE	BRITANNIA	0	7/29/2021	4200	0.05	200	PE	NFO-OPT	NFO
15230210	59493	BRITANNIA21JUL4220CE	BRITANNIA	0	7/29/2021	4220	0.05	200	CE	NFO-OPT	NFO
15230466	59494	BRITANNIA21JUL4220PE	BRITANNIA	0	7/29/2021	4220	0.05	200	PE	NFO-OPT	NFO
15230722	59495	BRITANNIA21JUL4240CE	BRITANNIA	0	7/29/2021	4240	0.05	200	CE	NFO-OPT	NFO
15230978	59496	BRITANNIA21JUL4240PE	BRITANNIA	0	7/29/2021	4240	0.05	200	PE	NFO-OPT	NFO
18496770	72253	BRITANNIA21AUG2660CE	BRITANNIA	0	8/26/2021	2660	0.05	200	CE	NFO-OPT	NFO
18497026	72254	BRITANNIA21AUG2660PE	BRITANNIA	0	8/26/2021	2660	0.05	200	PE	NFO-OPT	NFO
18497538	72256	BRITANNIA21AUG2680CE	BRITANNIA	0	8/26/2021	2680	0.05	200	CE	NFO-OPT	NFO
18497794	72257	BRITANNIA21AUG2680PE	BRITANNIA	0	8/26/2021	2680	0.05	200	PE	NFO-OPT	NFO
18498050	72258	BRITANNIA21AUG2700CE	BRITANNIA	0	8/26/2021	2700	0.05	200	CE	NFO-OPT	NFO
18498306	72259	BRITANNIA21AUG2700PE	BRITANNIA	0	8/26/2021	2700	0.05	200	PE	NFO-OPT	NFO
18498562	72260	BRITANNIA21AUG2720CE	BRITANNIA	0	8/26/2021	2720	0.05	200	CE	NFO-OPT	NFO
18498818	72261	BRITANNIA21AUG2720PE	BRITANNIA	0	8/26/2021	2720	0.05	200	PE	NFO-OPT	NFO
18499074	72262	BRITANNIA21AUG2740CE	BRITANNIA	0	8/26/2021	2740	0.05	200	CE	NFO-OPT	NFO
18499330	72263	BRITANNIA21AUG2740PE	BRITANNIA	0	8/26/2021	2740	0.05	200	PE	NFO-OPT	NFO
18499586	72264	BRITANNIA21AUG2760CE	BRITANNIA	0	8/26/2021	2760	0.05	200	CE	NFO-OPT	NFO
18499842	72265	BRITANNIA21AUG2760PE	BRITANNIA	0	8/26/2021	2760	0.05	200	PE	NFO-OPT	NFO
18500098	72266	BRITANNIA21AUG2780CE	BRITANNIA	0	8/26/2021	2780	0.05	200	CE	NFO-OPT	NFO
18500354	72267	BRITANNIA21AUG2780PE	BRITANNIA	0	8/26/2021	2780	0.05	200	PE	NFO-OPT	NFO
18500610	72268	BRITANNIA21AUG2800CE	BRITANNIA	0	8/26/2021	2800	0.05	200	CE	NFO-OPT	NFO
18500866	72269	BRITANNIA21AUG2800PE	BRITANNIA	0	8/26/2021	2800	0.05	200	PE	NFO-OPT	NFO
18501122	72270	BRITANNIA21AUG2820CE	BRITANNIA	0	8/26/2021	2820	0.05	200	CE	NFO-OPT	NFO
18501378	72271	BRITANNIA21AUG2820PE	BRITANNIA	0	8/26/2021	2820	0.05	200	PE	NFO-OPT	NFO
18501634	72272	BRITANNIA21AUG2840CE	BRITANNIA	0	8/26/2021	2840	0.05	200	CE	NFO-OPT	NFO
18501890	72273	BRITANNIA21AUG2840PE	BRITANNIA	0	8/26/2021	2840	0.05	200	PE	NFO-OPT	NFO
18502146	72274	BRITANNIA21AUG2860CE	BRITANNIA	0	8/26/2021	2860	0.05	200	CE	NFO-OPT	NFO
18502402	72275	BRITANNIA21AUG2860PE	BRITANNIA	0	8/26/2021	2860	0.05	200	PE	NFO-OPT	NFO
18502658	72276	BRITANNIA21AUG2880CE	BRITANNIA	0	8/26/2021	2880	0.05	200	CE	NFO-OPT	NFO
18503426	72279	BRITANNIA21AUG2880PE	BRITANNIA	0	8/26/2021	2880	0.05	200	PE	NFO-OPT	NFO
18503682	72280	BRITANNIA21AUG2900CE	BRITANNIA	0	8/26/2021	2900	0.05	200	CE	NFO-OPT	NFO
18503938	72281	BRITANNIA21AUG2900PE	BRITANNIA	0	8/26/2021	2900	0.05	200	PE	NFO-OPT	NFO
18504194	72282	BRITANNIA21AUG2920CE	BRITANNIA	0	8/26/2021	2920	0.05	200	CE	NFO-OPT	NFO
18504450	72283	BRITANNIA21AUG2920PE	BRITANNIA	0	8/26/2021	2920	0.05	200	PE	NFO-OPT	NFO
18504706	72284	BRITANNIA21AUG2940CE	BRITANNIA	0	8/26/2021	2940	0.05	200	CE	NFO-OPT	NFO
18504962	72285	BRITANNIA21AUG2940PE	BRITANNIA	0	8/26/2021	2940	0.05	200	PE	NFO-OPT	NFO
18505986	72289	BRITANNIA21AUG2960CE	BRITANNIA	0	8/26/2021	2960	0.05	200	CE	NFO-OPT	NFO
18506242	72290	BRITANNIA21AUG2960PE	BRITANNIA	0	8/26/2021	2960	0.05	200	PE	NFO-OPT	NFO
18506498	72291	BRITANNIA21AUG2980CE	BRITANNIA	0	8/26/2021	2980	0.05	200	CE	NFO-OPT	NFO
18506754	72292	BRITANNIA21AUG2980PE	BRITANNIA	0	8/26/2021	2980	0.05	200	PE	NFO-OPT	NFO
18507010	72293	BRITANNIA21AUG3000CE	BRITANNIA	0	8/26/2021	3000	0.05	200	CE	NFO-OPT	NFO
18507266	72294	BRITANNIA21AUG3000PE	BRITANNIA	0	8/26/2021	3000	0.05	200	PE	NFO-OPT	NFO
18507522	72295	BRITANNIA21AUG3020CE	BRITANNIA	0	8/26/2021	3020	0.05	200	CE	NFO-OPT	NFO
18507778	72296	BRITANNIA21AUG3020PE	BRITANNIA	0	8/26/2021	3020	0.05	200	PE	NFO-OPT	NFO
18508034	72297	BRITANNIA21AUG3040CE	BRITANNIA	0	8/26/2021	3040	0.05	200	CE	NFO-OPT	NFO
18508290	72298	BRITANNIA21AUG3040PE	BRITANNIA	0	8/26/2021	3040	0.05	200	PE	NFO-OPT	NFO
18508546	72299	BRITANNIA21AUG3060CE	BRITANNIA	0	8/26/2021	3060	0.05	200	CE	NFO-OPT	NFO
18508802	72300	BRITANNIA21AUG3060PE	BRITANNIA	0	8/26/2021	3060	0.05	200	PE	NFO-OPT	NFO
18509058	72301	BRITANNIA21AUG3080CE	BRITANNIA	0	8/26/2021	3080	0.05	200	CE	NFO-OPT	NFO
18509314	72302	BRITANNIA21AUG3080PE	BRITANNIA	0	8/26/2021	3080	0.05	200	PE	NFO-OPT	NFO
18509570	72303	BRITANNIA21AUG3100CE	BRITANNIA	0	8/26/2021	3100	0.05	200	CE	NFO-OPT	NFO
18509826	72304	BRITANNIA21AUG3100PE	BRITANNIA	0	8/26/2021	3100	0.05	200	PE	NFO-OPT	NFO
18510082	72305	BRITANNIA21AUG3120CE	BRITANNIA	0	8/26/2021	3120	0.05	200	CE	NFO-OPT	NFO
18510338	72306	BRITANNIA21AUG3120PE	BRITANNIA	0	8/26/2021	3120	0.05	200	PE	NFO-OPT	NFO
18510594	72307	BRITANNIA21AUG3140CE	BRITANNIA	0	8/26/2021	3140	0.05	200	CE	NFO-OPT	NFO
18510850	72308	BRITANNIA21AUG3140PE	BRITANNIA	0	8/26/2021	3140	0.05	200	PE	NFO-OPT	NFO
18511106	72309	BRITANNIA21AUG3160CE	BRITANNIA	0	8/26/2021	3160	0.05	200	CE	NFO-OPT	NFO
18511362	72310	BRITANNIA21AUG3160PE	BRITANNIA	0	8/26/2021	3160	0.05	200	PE	NFO-OPT	NFO
18511618	72311	BRITANNIA21AUG3180CE	BRITANNIA	0	8/26/2021	3180	0.05	200	CE	NFO-OPT	NFO
18511874	72312	BRITANNIA21AUG3180PE	BRITANNIA	0	8/26/2021	3180	0.05	200	PE	NFO-OPT	NFO
18513922	72320	BRITANNIA21AUG3200CE	BRITANNIA	0	8/26/2021	3200	0.05	200	CE	NFO-OPT	NFO
18514178	72321	BRITANNIA21AUG3200PE	BRITANNIA	0	8/26/2021	3200	0.05	200	PE	NFO-OPT	NFO
18515714	72327	BRITANNIA21AUG3220CE	BRITANNIA	0	8/26/2021	3220	0.05	200	CE	NFO-OPT	NFO
18515970	72328	BRITANNIA21AUG3220PE	BRITANNIA	0	8/26/2021	3220	0.05	200	PE	NFO-OPT	NFO
18516226	72329	BRITANNIA21AUG3240CE	BRITANNIA	0	8/26/2021	3240	0.05	200	CE	NFO-OPT	NFO
